D3C,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
1998-01-01,8,Mesorregião Geográfica,24,Cabeças,246755.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,1998-01-01,1998-01-01,2670,Bovino
1999-01-01,8,Mesorregião Geográfica,24,Cabeças,259334.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,1999-01-01,1999-01-01,2670,Bovino
2000-01-01,8,Mesorregião Geográfica,24,Cabeças,260699.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2000-01-01,2000-01-01,2670,Bovino
2001-01-01,8,Mesorregião Geográfica,24,Cabeças,259227.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2001-01-01,2001-01-01,2670,Bovino
2002-01-01,8,Mesorregião Geográfica,24,Cabeças,261243.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2002-01-01,2002-01-01,2670,Bovino
2003-01-01,8,Mesorregião Geográfica,24,Cabeças,263750.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2003-01-01,2003-01-01,2670,Bovino
2004-01-01,8,Mesorregião Geográfica,24,Cabeças,271967.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2004-01-01,2004-01-01,2670,Bovino
2005-01-01,8,Mesorregião Geográfica,24,Cabeças,278976.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2005-01-01,2005-01-01,2670,Bovino
2006-01-01,8,Mesorregião Geográfica,24,Cabeças,290480.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2006-01-01,2006-01-01,2670,Bovino
2007-01-01,8,Mesorregião Geográfica,24,Cabeças,298955.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2007-01-01,2007-01-01,2670,Bovino
2008-01-01,8,Mesorregião Geográfica,24,Cabeças,307474.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2008-01-01,2008-01-01,2670,Bovino
2009-01-01,8,Mesorregião Geográfica,24,Cabeças,313587.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2009-01-01,2009-01-01,2670,Bovino
2010-01-01,8,Mesorregião Geográfica,24,Cabeças,319622.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2010-01-01,2010-01-01,2670,Bovino
2011-01-01,8,Mesorregião Geográfica,24,Cabeças,328009.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2011-01-01,2011-01-01,2670,Bovino
2012-01-01,8,Mesorregião Geográfica,24,Cabeças,393914.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2012-01-01,2012-01-01,2670,Bovino
2013-01-01,8,Mesorregião Geográfica,24,Cabeças,371283.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2013-01-01,2013-01-01,2670,Bovino
2014-01-01,8,Mesorregião Geográfica,24,Cabeças,361927.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2014-01-01,2014-01-01,2670,Bovino
2015-01-01,8,Mesorregião Geográfica,24,Cabeças,361272.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2015-01-01,2015-01-01,2670,Bovino
2016-01-01,8,Mesorregião Geográfica,24,Cabeças,328814.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2016-01-01,2016-01-01,2670,Bovino
2017-01-01,8,Mesorregião Geográfica,24,Cabeças,313365.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2017-01-01,2017-01-01,2670,Bovino
2018-01-01,8,Mesorregião Geográfica,24,Cabeças,336892.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2018-01-01,2018-01-01,2670,Bovino
2019-01-01,8,Mesorregião Geográfica,24,Cabeças,351602.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2019-01-01,2019-01-01,2670,Bovino
2020-01-01,8,Mesorregião Geográfica,24,Cabeças,388970.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2020-01-01,2020-01-01,2670,Bovino
2021-01-01,8,Mesorregião Geográfica,24,Cabeças,405922.0,2307,Sul Cearense - CE,105,Efetivo dos rebanhos,2021-01-01,2021-01-01,2670,Bovino
1974-01-01,8,Mesorregião Geográfica,24,Cabeças,,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1974-01-01,1974-01-01,2670,Bovino
1975-01-01,8,Mesorregião Geográfica,24,Cabeças,,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1975-01-01,1975-01-01,2670,Bovino
1976-01-01,8,Mesorregião Geográfica,24,Cabeças,,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1976-01-01,1976-01-01,2670,Bovino
1977-01-01,8,Mesorregião Geográfica,24,Cabeças,,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1977-01-01,1977-01-01,2670,Bovino
1978-01-01,8,Mesorregião Geográfica,24,Cabeças,,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1978-01-01,1978-01-01,2670,Bovino
1979-01-01,8,Mesorregião Geográfica,24,Cabeças,,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1979-01-01,1979-01-01,2670,Bovino
1980-01-01,8,Mesorregião Geográfica,24,Cabeças,,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1980-01-01,1980-01-01,2670,Bovino
1981-01-01,8,Mesorregião Geográfica,24,Cabeças,,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1981-01-01,1981-01-01,2670,Bovino
1982-01-01,8,Mesorregião Geográfica,24,Cabeças,,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1982-01-01,1982-01-01,2670,Bovino
1983-01-01,8,Mesorregião Geográfica,24,Cabeças,,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1983-01-01,1983-01-01,2670,Bovino
1984-01-01,8,Mesorregião Geográfica,24,Cabeças,,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1984-01-01,1984-01-01,2670,Bovino
1985-01-01,8,Mesorregião Geográfica,24,Cabeças,,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1985-01-01,1985-01-01,2670,Bovino
1986-01-01,8,Mesorregião Geográfica,24,Cabeças,,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1986-01-01,1986-01-01,2670,Bovino
1987-01-01,8,Mesorregião Geográfica,24,Cabeças,,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1987-01-01,1987-01-01,2670,Bovino
1988-01-01,8,Mesorregião Geográfica,24,Cabeças,,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1988-01-01,1988-01-01,2670,Bovino
1989-01-01,8,Mesorregião Geográfica,24,Cabeças,,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1989-01-01,1989-01-01,2670,Bovino
1990-01-01,8,Mesorregião Geográfica,24,Cabeças,373074.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1990-01-01,1990-01-01,2670,Bovino
1991-01-01,8,Mesorregião Geográfica,24,Cabeças,381488.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1991-01-01,1991-01-01,2670,Bovino
1992-01-01,8,Mesorregião Geográfica,24,Cabeças,353753.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1992-01-01,1992-01-01,2670,Bovino
1993-01-01,8,Mesorregião Geográfica,24,Cabeças,157814.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1993-01-01,1993-01-01,2670,Bovino
1994-01-01,8,Mesorregião Geográfica,24,Cabeças,189275.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1994-01-01,1994-01-01,2670,Bovino
1995-01-01,8,Mesorregião Geográfica,24,Cabeças,233233.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1995-01-01,1995-01-01,2670,Bovino
1996-01-01,8,Mesorregião Geográfica,24,Cabeças,307350.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1996-01-01,1996-01-01,2670,Bovino
1997-01-01,8,Mesorregião Geográfica,24,Cabeças,308168.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1997-01-01,1997-01-01,2670,Bovino
1998-01-01,8,Mesorregião Geográfica,24,Cabeças,244184.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1998-01-01,1998-01-01,2670,Bovino
1999-01-01,8,Mesorregião Geográfica,24,Cabeças,247569.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,1999-01-01,1999-01-01,2670,Bovino
2000-01-01,8,Mesorregião Geográfica,24,Cabeças,265045.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2000-01-01,2000-01-01,2670,Bovino
2001-01-01,8,Mesorregião Geográfica,24,Cabeças,234032.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2001-01-01,2001-01-01,2670,Bovino
2002-01-01,8,Mesorregião Geográfica,24,Cabeças,249093.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2002-01-01,2002-01-01,2670,Bovino
2003-01-01,8,Mesorregião Geográfica,24,Cabeças,259721.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2003-01-01,2003-01-01,2670,Bovino
2004-01-01,8,Mesorregião Geográfica,24,Cabeças,272429.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2004-01-01,2004-01-01,2670,Bovino
2005-01-01,8,Mesorregião Geográfica,24,Cabeças,285253.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2005-01-01,2005-01-01,2670,Bovino
2006-01-01,8,Mesorregião Geográfica,24,Cabeças,299835.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2006-01-01,2006-01-01,2670,Bovino
2007-01-01,8,Mesorregião Geográfica,24,Cabeças,313883.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2007-01-01,2007-01-01,2670,Bovino
2008-01-01,8,Mesorregião Geográfica,24,Cabeças,337694.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2008-01-01,2008-01-01,2670,Bovino
2009-01-01,8,Mesorregião Geográfica,24,Cabeças,385116.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2009-01-01,2009-01-01,2670,Bovino
2010-01-01,8,Mesorregião Geográfica,24,Cabeças,358716.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2010-01-01,2010-01-01,2670,Bovino
2011-01-01,8,Mesorregião Geográfica,24,Cabeças,358147.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2011-01-01,2011-01-01,2670,Bovino
2012-01-01,8,Mesorregião Geográfica,24,Cabeças,287240.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2012-01-01,2012-01-01,2670,Bovino
2013-01-01,8,Mesorregião Geográfica,24,Cabeças,327156.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2013-01-01,2013-01-01,2670,Bovino
2014-01-01,8,Mesorregião Geográfica,24,Cabeças,347643.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2014-01-01,2014-01-01,2670,Bovino
2015-01-01,8,Mesorregião Geográfica,24,Cabeças,321324.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2015-01-01,2015-01-01,2670,Bovino
2016-01-01,8,Mesorregião Geográfica,24,Cabeças,286317.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2016-01-01,2016-01-01,2670,Bovino
2017-01-01,8,Mesorregião Geográfica,24,Cabeças,299696.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2017-01-01,2017-01-01,2670,Bovino
2018-01-01,8,Mesorregião Geográfica,24,Cabeças,299763.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2018-01-01,2018-01-01,2670,Bovino
2019-01-01,8,Mesorregião Geográfica,24,Cabeças,312033.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2019-01-01,2019-01-01,2670,Bovino
2020-01-01,8,Mesorregião Geográfica,24,Cabeças,329587.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2020-01-01,2020-01-01,2670,Bovino
2021-01-01,8,Mesorregião Geográfica,24,Cabeças,338858.0,2401,Oeste Potiguar - RN,105,Efetivo dos rebanhos,2021-01-01,2021-01-01,2670,Bovino
1974-01-01,8,Mesorregião Geográfica,24,Cabeças,,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1974-01-01,1974-01-01,2670,Bovino
1975-01-01,8,Mesorregião Geográfica,24,Cabeças,,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1975-01-01,1975-01-01,2670,Bovino
1976-01-01,8,Mesorregião Geográfica,24,Cabeças,,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1976-01-01,1976-01-01,2670,Bovino
1977-01-01,8,Mesorregião Geográfica,24,Cabeças,,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1977-01-01,1977-01-01,2670,Bovino
1978-01-01,8,Mesorregião Geográfica,24,Cabeças,,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1978-01-01,1978-01-01,2670,Bovino
1979-01-01,8,Mesorregião Geográfica,24,Cabeças,,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1979-01-01,1979-01-01,2670,Bovino
1980-01-01,8,Mesorregião Geográfica,24,Cabeças,,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1980-01-01,1980-01-01,2670,Bovino
1981-01-01,8,Mesorregião Geográfica,24,Cabeças,,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1981-01-01,1981-01-01,2670,Bovino
1982-01-01,8,Mesorregião Geográfica,24,Cabeças,,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1982-01-01,1982-01-01,2670,Bovino
1983-01-01,8,Mesorregião Geográfica,24,Cabeças,,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1983-01-01,1983-01-01,2670,Bovino
1984-01-01,8,Mesorregião Geográfica,24,Cabeças,,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1984-01-01,1984-01-01,2670,Bovino
1985-01-01,8,Mesorregião Geográfica,24,Cabeças,,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1985-01-01,1985-01-01,2670,Bovino
1986-01-01,8,Mesorregião Geográfica,24,Cabeças,,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1986-01-01,1986-01-01,2670,Bovino
1987-01-01,8,Mesorregião Geográfica,24,Cabeças,,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1987-01-01,1987-01-01,2670,Bovino
1988-01-01,8,Mesorregião Geográfica,24,Cabeças,,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1988-01-01,1988-01-01,2670,Bovino
1989-01-01,8,Mesorregião Geográfica,24,Cabeças,,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1989-01-01,1989-01-01,2670,Bovino
1990-01-01,8,Mesorregião Geográfica,24,Cabeças,226031.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1990-01-01,1990-01-01,2670,Bovino
1991-01-01,8,Mesorregião Geográfica,24,Cabeças,219512.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1991-01-01,1991-01-01,2670,Bovino
1992-01-01,8,Mesorregião Geográfica,24,Cabeças,208015.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1992-01-01,1992-01-01,2670,Bovino
1993-01-01,8,Mesorregião Geográfica,24,Cabeças,139474.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1993-01-01,1993-01-01,2670,Bovino
1994-01-01,8,Mesorregião Geográfica,24,Cabeças,164884.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1994-01-01,1994-01-01,2670,Bovino
1995-01-01,8,Mesorregião Geográfica,24,Cabeças,179418.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1995-01-01,1995-01-01,2670,Bovino
1996-01-01,8,Mesorregião Geográfica,24,Cabeças,250566.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1996-01-01,1996-01-01,2670,Bovino
1997-01-01,8,Mesorregião Geográfica,24,Cabeças,252674.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1997-01-01,1997-01-01,2670,Bovino
1998-01-01,8,Mesorregião Geográfica,24,Cabeças,203623.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1998-01-01,1998-01-01,2670,Bovino
1999-01-01,8,Mesorregião Geográfica,24,Cabeças,190702.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,1999-01-01,1999-01-01,2670,Bovino
2000-01-01,8,Mesorregião Geográfica,24,Cabeças,206427.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2000-01-01,2000-01-01,2670,Bovino
2001-01-01,8,Mesorregião Geográfica,24,Cabeças,209932.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2001-01-01,2001-01-01,2670,Bovino
2002-01-01,8,Mesorregião Geográfica,24,Cabeças,219712.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2002-01-01,2002-01-01,2670,Bovino
2003-01-01,8,Mesorregião Geográfica,24,Cabeças,233184.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2003-01-01,2003-01-01,2670,Bovino
2004-01-01,8,Mesorregião Geográfica,24,Cabeças,247625.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2004-01-01,2004-01-01,2670,Bovino
2005-01-01,8,Mesorregião Geográfica,24,Cabeças,243481.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2005-01-01,2005-01-01,2670,Bovino
2006-01-01,8,Mesorregião Geográfica,24,Cabeças,254581.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2006-01-01,2006-01-01,2670,Bovino
2007-01-01,8,Mesorregião Geográfica,24,Cabeças,247120.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2007-01-01,2007-01-01,2670,Bovino
2008-01-01,8,Mesorregião Geográfica,24,Cabeças,261529.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2008-01-01,2008-01-01,2670,Bovino
2009-01-01,8,Mesorregião Geográfica,24,Cabeças,282637.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2009-01-01,2009-01-01,2670,Bovino
2010-01-01,8,Mesorregião Geográfica,24,Cabeças,282292.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2010-01-01,2010-01-01,2670,Bovino
2011-01-01,8,Mesorregião Geográfica,24,Cabeças,285814.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2011-01-01,2011-01-01,2670,Bovino
2012-01-01,8,Mesorregião Geográfica,24,Cabeças,230683.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2012-01-01,2012-01-01,2670,Bovino
2013-01-01,8,Mesorregião Geográfica,24,Cabeças,248254.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2013-01-01,2013-01-01,2670,Bovino
2014-01-01,8,Mesorregião Geográfica,24,Cabeças,273728.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2014-01-01,2014-01-01,2670,Bovino
2015-01-01,8,Mesorregião Geográfica,24,Cabeças,270636.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2015-01-01,2015-01-01,2670,Bovino
2016-01-01,8,Mesorregião Geográfica,24,Cabeças,248453.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2016-01-01,2016-01-01,2670,Bovino
2017-01-01,8,Mesorregião Geográfica,24,Cabeças,259986.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2017-01-01,2017-01-01,2670,Bovino
2018-01-01,8,Mesorregião Geográfica,24,Cabeças,240632.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2018-01-01,2018-01-01,2670,Bovino
2019-01-01,8,Mesorregião Geográfica,24,Cabeças,265451.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2019-01-01,2019-01-01,2670,Bovino
2020-01-01,8,Mesorregião Geográfica,24,Cabeças,290431.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2020-01-01,2020-01-01,2670,Bovino
2021-01-01,8,Mesorregião Geográfica,24,Cabeças,305791.0,2402,Central Potiguar - RN,105,Efetivo dos rebanhos,2021-01-01,2021-01-01,2670,Bovino
1974-01-01,8,Mesorregião Geográfica,24,Cabeças,,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1974-01-01,1974-01-01,2670,Bovino
1975-01-01,8,Mesorregião Geográfica,24,Cabeças,,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1975-01-01,1975-01-01,2670,Bovino
1976-01-01,8,Mesorregião Geográfica,24,Cabeças,,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1976-01-01,1976-01-01,2670,Bovino
1977-01-01,8,Mesorregião Geográfica,24,Cabeças,,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1977-01-01,1977-01-01,2670,Bovino
1978-01-01,8,Mesorregião Geográfica,24,Cabeças,,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1978-01-01,1978-01-01,2670,Bovino
1979-01-01,8,Mesorregião Geográfica,24,Cabeças,,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1979-01-01,1979-01-01,2670,Bovino
1980-01-01,8,Mesorregião Geográfica,24,Cabeças,,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1980-01-01,1980-01-01,2670,Bovino
1981-01-01,8,Mesorregião Geográfica,24,Cabeças,,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1981-01-01,1981-01-01,2670,Bovino
1982-01-01,8,Mesorregião Geográfica,24,Cabeças,,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1982-01-01,1982-01-01,2670,Bovino
1983-01-01,8,Mesorregião Geográfica,24,Cabeças,,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1983-01-01,1983-01-01,2670,Bovino
1984-01-01,8,Mesorregião Geográfica,24,Cabeças,,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1984-01-01,1984-01-01,2670,Bovino
1985-01-01,8,Mesorregião Geográfica,24,Cabeças,,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1985-01-01,1985-01-01,2670,Bovino
1986-01-01,8,Mesorregião Geográfica,24,Cabeças,,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1986-01-01,1986-01-01,2670,Bovino
1987-01-01,8,Mesorregião Geográfica,24,Cabeças,,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1987-01-01,1987-01-01,2670,Bovino
1988-01-01,8,Mesorregião Geográfica,24,Cabeças,,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1988-01-01,1988-01-01,2670,Bovino
1989-01-01,8,Mesorregião Geográfica,24,Cabeças,,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1989-01-01,1989-01-01,2670,Bovino
1990-01-01,8,Mesorregião Geográfica,24,Cabeças,238148.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1990-01-01,1990-01-01,2670,Bovino
1991-01-01,8,Mesorregião Geográfica,24,Cabeças,243101.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1991-01-01,1991-01-01,2670,Bovino
1992-01-01,8,Mesorregião Geográfica,24,Cabeças,248684.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1992-01-01,1992-01-01,2670,Bovino
1993-01-01,8,Mesorregião Geográfica,24,Cabeças,162630.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1993-01-01,1993-01-01,2670,Bovino
1994-01-01,8,Mesorregião Geográfica,24,Cabeças,176703.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1994-01-01,1994-01-01,2670,Bovino
1995-01-01,8,Mesorregião Geográfica,24,Cabeças,190379.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1995-01-01,1995-01-01,2670,Bovino
1996-01-01,8,Mesorregião Geográfica,24,Cabeças,248951.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1996-01-01,1996-01-01,2670,Bovino
1997-01-01,8,Mesorregião Geográfica,24,Cabeças,254109.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1997-01-01,1997-01-01,2670,Bovino
1998-01-01,8,Mesorregião Geográfica,24,Cabeças,222075.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1998-01-01,1998-01-01,2670,Bovino
1999-01-01,8,Mesorregião Geográfica,24,Cabeças,197476.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,1999-01-01,1999-01-01,2670,Bovino
2000-01-01,8,Mesorregião Geográfica,24,Cabeças,214800.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,2000-01-01,2000-01-01,2670,Bovino
2001-01-01,8,Mesorregião Geográfica,24,Cabeças,224639.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,2001-01-01,2001-01-01,2670,Bovino
2002-01-01,8,Mesorregião Geográfica,24,Cabeças,241835.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,2002-01-01,2002-01-01,2670,Bovino
2003-01-01,8,Mesorregião Geográfica,24,Cabeças,257933.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,2003-01-01,2003-01-01,2670,Bovino
2004-01-01,8,Mesorregião Geográfica,24,Cabeças,278869.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,2004-01-01,2004-01-01,2670,Bovino
2005-01-01,8,Mesorregião Geográfica,24,Cabeças,298114.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,2005-01-01,2005-01-01,2670,Bovino
2006-01-01,8,Mesorregião Geográfica,24,Cabeças,315534.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,2006-01-01,2006-01-01,2670,Bovino
2007-01-01,8,Mesorregião Geográfica,24,Cabeças,292306.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,2007-01-01,2007-01-01,2670,Bovino
2008-01-01,8,Mesorregião Geográfica,24,Cabeças,271712.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,2008-01-01,2008-01-01,2670,Bovino
2009-01-01,8,Mesorregião Geográfica,24,Cabeças,301303.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,2009-01-01,2009-01-01,2670,Bovino
2010-01-01,8,Mesorregião Geográfica,24,Cabeças,267002.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,2010-01-01,2010-01-01,2670,Bovino
2011-01-01,8,Mesorregião Geográfica,24,Cabeças,258243.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,2011-01-01,2011-01-01,2670,Bovino
2012-01-01,8,Mesorregião Geográfica,24,Cabeças,203866.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,2012-01-01,2012-01-01,2670,Bovino
2013-01-01,8,Mesorregião Geográfica,24,Cabeças,194988.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,2013-01-01,2013-01-01,2670,Bovino
2014-01-01,8,Mesorregião Geográfica,24,Cabeças,206371.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,2014-01-01,2014-01-01,2670,Bovino
2015-01-01,8,Mesorregião Geográfica,24,Cabeças,202962.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,2015-01-01,2015-01-01,2670,Bovino
2016-01-01,8,Mesorregião Geográfica,24,Cabeças,185668.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,2016-01-01,2016-01-01,2670,Bovino
2017-01-01,8,Mesorregião Geográfica,24,Cabeças,186560.0,2403,Agreste Potiguar - RN,105,Efetivo dos rebanhos,2017-01-01,2017-01-01,2670,Bovino
