D3C,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
1987-01-01,8,Mesorregião Geográfica,24,Cabeças,,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,1987-01-01,1987-01-01,2670,Bovino
1988-01-01,8,Mesorregião Geográfica,24,Cabeças,,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,1988-01-01,1988-01-01,2670,Bovino
1989-01-01,8,Mesorregião Geográfica,24,Cabeças,,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,1989-01-01,1989-01-01,2670,Bovino
1990-01-01,8,Mesorregião Geográfica,24,Cabeças,827193.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,1990-01-01,1990-01-01,2670,Bovino
1991-01-01,8,Mesorregião Geográfica,24,Cabeças,801904.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,1991-01-01,1991-01-01,2670,Bovino
1992-01-01,8,Mesorregião Geográfica,24,Cabeças,784461.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,1992-01-01,1992-01-01,2670,Bovino
1993-01-01,8,Mesorregião Geográfica,24,Cabeças,797620.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,1993-01-01,1993-01-01,2670,Bovino
1994-01-01,8,Mesorregião Geográfica,24,Cabeças,810954.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,1994-01-01,1994-01-01,2670,Bovino
1995-01-01,8,Mesorregião Geográfica,24,Cabeças,843354.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,1995-01-01,1995-01-01,2670,Bovino
1996-01-01,8,Mesorregião Geográfica,24,Cabeças,957189.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,1996-01-01,1996-01-01,2670,Bovino
1997-01-01,8,Mesorregião Geográfica,24,Cabeças,943808.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,1997-01-01,1997-01-01,2670,Bovino
1998-01-01,8,Mesorregião Geográfica,24,Cabeças,901014.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,1998-01-01,1998-01-01,2670,Bovino
1999-01-01,8,Mesorregião Geográfica,24,Cabeças,880221.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,1999-01-01,1999-01-01,2670,Bovino
2000-01-01,8,Mesorregião Geográfica,24,Cabeças,900045.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2000-01-01,2000-01-01,2670,Bovino
2001-01-01,8,Mesorregião Geográfica,24,Cabeças,950332.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2001-01-01,2001-01-01,2670,Bovino
2002-01-01,8,Mesorregião Geográfica,24,Cabeças,984916.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2002-01-01,2002-01-01,2670,Bovino
2003-01-01,8,Mesorregião Geográfica,24,Cabeças,1039150.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2003-01-01,2003-01-01,2670,Bovino
2004-01-01,8,Mesorregião Geográfica,24,Cabeças,1058709.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2004-01-01,2004-01-01,2670,Bovino
2005-01-01,8,Mesorregião Geográfica,24,Cabeças,1077209.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2005-01-01,2005-01-01,2670,Bovino
2006-01-01,8,Mesorregião Geográfica,24,Cabeças,1038509.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2006-01-01,2006-01-01,2670,Bovino
2007-01-01,8,Mesorregião Geográfica,24,Cabeças,999213.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2007-01-01,2007-01-01,2670,Bovino
2008-01-01,8,Mesorregião Geográfica,24,Cabeças,1012049.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2008-01-01,2008-01-01,2670,Bovino
2009-01-01,8,Mesorregião Geográfica,24,Cabeças,1008096.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2009-01-01,2009-01-01,2670,Bovino
2010-01-01,8,Mesorregião Geográfica,24,Cabeças,981026.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2010-01-01,2010-01-01,2670,Bovino
2011-01-01,8,Mesorregião Geográfica,24,Cabeças,978376.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2011-01-01,2011-01-01,2670,Bovino
2012-01-01,8,Mesorregião Geográfica,24,Cabeças,953274.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2012-01-01,2012-01-01,2670,Bovino
2013-01-01,8,Mesorregião Geográfica,24,Cabeças,995526.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2013-01-01,2013-01-01,2670,Bovino
2014-01-01,8,Mesorregião Geográfica,24,Cabeças,996588.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2014-01-01,2014-01-01,2670,Bovino
2015-01-01,8,Mesorregião Geográfica,24,Cabeças,997039.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2015-01-01,2015-01-01,2670,Bovino
2016-01-01,8,Mesorregião Geográfica,24,Cabeças,1032178.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2016-01-01,2016-01-01,2670,Bovino
2017-01-01,8,Mesorregião Geográfica,24,Cabeças,985202.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2017-01-01,2017-01-01,2670,Bovino
2018-01-01,8,Mesorregião Geográfica,24,Cabeças,1010985.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2018-01-01,2018-01-01,2670,Bovino
2019-01-01,8,Mesorregião Geográfica,24,Cabeças,972088.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2019-01-01,2019-01-01,2670,Bovino
2020-01-01,8,Mesorregião Geográfica,24,Cabeças,947412.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2020-01-01,2020-01-01,2670,Bovino
2021-01-01,8,Mesorregião Geográfica,24,Cabeças,856250.0,4104,Norte Pioneiro Paranaense - PR,105,Efetivo dos rebanhos,2021-01-01,2021-01-01,2670,Bovino
1974-01-01,8,Mesorregião Geográfica,24,Cabeças,,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1974-01-01,1974-01-01,2670,Bovino
1975-01-01,8,Mesorregião Geográfica,24,Cabeças,,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1975-01-01,1975-01-01,2670,Bovino
1976-01-01,8,Mesorregião Geográfica,24,Cabeças,,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1976-01-01,1976-01-01,2670,Bovino
1977-01-01,8,Mesorregião Geográfica,24,Cabeças,,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1977-01-01,1977-01-01,2670,Bovino
1978-01-01,8,Mesorregião Geográfica,24,Cabeças,,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1978-01-01,1978-01-01,2670,Bovino
1979-01-01,8,Mesorregião Geográfica,24,Cabeças,,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1979-01-01,1979-01-01,2670,Bovino
1980-01-01,8,Mesorregião Geográfica,24,Cabeças,,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1980-01-01,1980-01-01,2670,Bovino
1981-01-01,8,Mesorregião Geográfica,24,Cabeças,,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1981-01-01,1981-01-01,2670,Bovino
1982-01-01,8,Mesorregião Geográfica,24,Cabeças,,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1982-01-01,1982-01-01,2670,Bovino
1983-01-01,8,Mesorregião Geográfica,24,Cabeças,,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1983-01-01,1983-01-01,2670,Bovino
1984-01-01,8,Mesorregião Geográfica,24,Cabeças,,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1984-01-01,1984-01-01,2670,Bovino
1985-01-01,8,Mesorregião Geográfica,24,Cabeças,,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1985-01-01,1985-01-01,2670,Bovino
1986-01-01,8,Mesorregião Geográfica,24,Cabeças,,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1986-01-01,1986-01-01,2670,Bovino
1987-01-01,8,Mesorregião Geográfica,24,Cabeças,,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1987-01-01,1987-01-01,2670,Bovino
1988-01-01,8,Mesorregião Geográfica,24,Cabeças,,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1988-01-01,1988-01-01,2670,Bovino
1989-01-01,8,Mesorregião Geográfica,24,Cabeças,,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1989-01-01,1989-01-01,2670,Bovino
1990-01-01,8,Mesorregião Geográfica,24,Cabeças,587216.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1990-01-01,1990-01-01,2670,Bovino
1991-01-01,8,Mesorregião Geográfica,24,Cabeças,657812.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1991-01-01,1991-01-01,2670,Bovino
1992-01-01,8,Mesorregião Geográfica,24,Cabeças,661055.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1992-01-01,1992-01-01,2670,Bovino
1993-01-01,8,Mesorregião Geográfica,24,Cabeças,591114.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1993-01-01,1993-01-01,2670,Bovino
1994-01-01,8,Mesorregião Geográfica,24,Cabeças,620990.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1994-01-01,1994-01-01,2670,Bovino
1995-01-01,8,Mesorregião Geográfica,24,Cabeças,681828.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1995-01-01,1995-01-01,2670,Bovino
1996-01-01,8,Mesorregião Geográfica,24,Cabeças,678242.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1996-01-01,1996-01-01,2670,Bovino
1997-01-01,8,Mesorregião Geográfica,24,Cabeças,718641.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1997-01-01,1997-01-01,2670,Bovino
1998-01-01,8,Mesorregião Geográfica,24,Cabeças,720586.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1998-01-01,1998-01-01,2670,Bovino
1999-01-01,8,Mesorregião Geográfica,24,Cabeças,706300.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,1999-01-01,1999-01-01,2670,Bovino
2000-01-01,8,Mesorregião Geográfica,24,Cabeças,686652.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2000-01-01,2000-01-01,2670,Bovino
2001-01-01,8,Mesorregião Geográfica,24,Cabeças,680523.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2001-01-01,2001-01-01,2670,Bovino
2002-01-01,8,Mesorregião Geográfica,24,Cabeças,758308.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2002-01-01,2002-01-01,2670,Bovino
2003-01-01,8,Mesorregião Geográfica,24,Cabeças,757239.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2003-01-01,2003-01-01,2670,Bovino
2004-01-01,8,Mesorregião Geográfica,24,Cabeças,799435.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2004-01-01,2004-01-01,2670,Bovino
2005-01-01,8,Mesorregião Geográfica,24,Cabeças,745253.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2005-01-01,2005-01-01,2670,Bovino
2006-01-01,8,Mesorregião Geográfica,24,Cabeças,723917.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2006-01-01,2006-01-01,2670,Bovino
2007-01-01,8,Mesorregião Geográfica,24,Cabeças,684695.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2007-01-01,2007-01-01,2670,Bovino
2008-01-01,8,Mesorregião Geográfica,24,Cabeças,672845.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2008-01-01,2008-01-01,2670,Bovino
2009-01-01,8,Mesorregião Geográfica,24,Cabeças,661668.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2009-01-01,2009-01-01,2670,Bovino
2010-01-01,8,Mesorregião Geográfica,24,Cabeças,616887.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2010-01-01,2010-01-01,2670,Bovino
2011-01-01,8,Mesorregião Geográfica,24,Cabeças,622323.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2011-01-01,2011-01-01,2670,Bovino
2012-01-01,8,Mesorregião Geográfica,24,Cabeças,601084.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2012-01-01,2012-01-01,2670,Bovino
2013-01-01,8,Mesorregião Geográfica,24,Cabeças,621081.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2013-01-01,2013-01-01,2670,Bovino
2014-01-01,8,Mesorregião Geográfica,24,Cabeças,626188.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2014-01-01,2014-01-01,2670,Bovino
2015-01-01,8,Mesorregião Geográfica,24,Cabeças,635174.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2015-01-01,2015-01-01,2670,Bovino
2016-01-01,8,Mesorregião Geográfica,24,Cabeças,656722.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2016-01-01,2016-01-01,2670,Bovino
2017-01-01,8,Mesorregião Geográfica,24,Cabeças,660556.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2017-01-01,2017-01-01,2670,Bovino
2018-01-01,8,Mesorregião Geográfica,24,Cabeças,657630.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2018-01-01,2018-01-01,2670,Bovino
2019-01-01,8,Mesorregião Geográfica,24,Cabeças,658582.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2019-01-01,2019-01-01,2670,Bovino
2020-01-01,8,Mesorregião Geográfica,24,Cabeças,627283.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2020-01-01,2020-01-01,2670,Bovino
2021-01-01,8,Mesorregião Geográfica,24,Cabeças,594681.0,4105,Centro Oriental Paranaense - PR,105,Efetivo dos rebanhos,2021-01-01,2021-01-01,2670,Bovino
1974-01-01,8,Mesorregião Geográfica,24,Cabeças,,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1974-01-01,1974-01-01,2670,Bovino
1975-01-01,8,Mesorregião Geográfica,24,Cabeças,,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1975-01-01,1975-01-01,2670,Bovino
1976-01-01,8,Mesorregião Geográfica,24,Cabeças,,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1976-01-01,1976-01-01,2670,Bovino
1977-01-01,8,Mesorregião Geográfica,24,Cabeças,,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1977-01-01,1977-01-01,2670,Bovino
1978-01-01,8,Mesorregião Geográfica,24,Cabeças,,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1978-01-01,1978-01-01,2670,Bovino
1979-01-01,8,Mesorregião Geográfica,24,Cabeças,,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1979-01-01,1979-01-01,2670,Bovino
1980-01-01,8,Mesorregião Geográfica,24,Cabeças,,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1980-01-01,1980-01-01,2670,Bovino
1981-01-01,8,Mesorregião Geográfica,24,Cabeças,,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1981-01-01,1981-01-01,2670,Bovino
1982-01-01,8,Mesorregião Geográfica,24,Cabeças,,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1982-01-01,1982-01-01,2670,Bovino
1983-01-01,8,Mesorregião Geográfica,24,Cabeças,,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1983-01-01,1983-01-01,2670,Bovino
1984-01-01,8,Mesorregião Geográfica,24,Cabeças,,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1984-01-01,1984-01-01,2670,Bovino
1985-01-01,8,Mesorregião Geográfica,24,Cabeças,,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1985-01-01,1985-01-01,2670,Bovino
1986-01-01,8,Mesorregião Geográfica,24,Cabeças,,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1986-01-01,1986-01-01,2670,Bovino
1987-01-01,8,Mesorregião Geográfica,24,Cabeças,,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1987-01-01,1987-01-01,2670,Bovino
1988-01-01,8,Mesorregião Geográfica,24,Cabeças,,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1988-01-01,1988-01-01,2670,Bovino
1989-01-01,8,Mesorregião Geográfica,24,Cabeças,,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1989-01-01,1989-01-01,2670,Bovino
1990-01-01,8,Mesorregião Geográfica,24,Cabeças,978028.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1990-01-01,1990-01-01,2670,Bovino
1991-01-01,8,Mesorregião Geográfica,24,Cabeças,1020796.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1991-01-01,1991-01-01,2670,Bovino
1992-01-01,8,Mesorregião Geográfica,24,Cabeças,1037531.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1992-01-01,1992-01-01,2670,Bovino
1993-01-01,8,Mesorregião Geográfica,24,Cabeças,1036009.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1993-01-01,1993-01-01,2670,Bovino
1994-01-01,8,Mesorregião Geográfica,24,Cabeças,1121951.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1994-01-01,1994-01-01,2670,Bovino
1995-01-01,8,Mesorregião Geográfica,24,Cabeças,1159305.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1995-01-01,1995-01-01,2670,Bovino
1996-01-01,8,Mesorregião Geográfica,24,Cabeças,1232448.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1996-01-01,1996-01-01,2670,Bovino
1997-01-01,8,Mesorregião Geográfica,24,Cabeças,1242579.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1997-01-01,1997-01-01,2670,Bovino
1998-01-01,8,Mesorregião Geográfica,24,Cabeças,1249390.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1998-01-01,1998-01-01,2670,Bovino
1999-01-01,8,Mesorregião Geográfica,24,Cabeças,1198088.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,1999-01-01,1999-01-01,2670,Bovino
2000-01-01,8,Mesorregião Geográfica,24,Cabeças,1214562.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2000-01-01,2000-01-01,2670,Bovino
2001-01-01,8,Mesorregião Geográfica,24,Cabeças,1227424.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2001-01-01,2001-01-01,2670,Bovino
2002-01-01,8,Mesorregião Geográfica,24,Cabeças,1240521.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2002-01-01,2002-01-01,2670,Bovino
2003-01-01,8,Mesorregião Geográfica,24,Cabeças,1201500.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2003-01-01,2003-01-01,2670,Bovino
2004-01-01,8,Mesorregião Geográfica,24,Cabeças,1218449.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2004-01-01,2004-01-01,2670,Bovino
2005-01-01,8,Mesorregião Geográfica,24,Cabeças,1242962.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2005-01-01,2005-01-01,2670,Bovino
2006-01-01,8,Mesorregião Geográfica,24,Cabeças,1198393.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2006-01-01,2006-01-01,2670,Bovino
2007-01-01,8,Mesorregião Geográfica,24,Cabeças,1188453.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2007-01-01,2007-01-01,2670,Bovino
2008-01-01,8,Mesorregião Geográfica,24,Cabeças,1195005.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2008-01-01,2008-01-01,2670,Bovino
2009-01-01,8,Mesorregião Geográfica,24,Cabeças,1187351.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2009-01-01,2009-01-01,2670,Bovino
2010-01-01,8,Mesorregião Geográfica,24,Cabeças,1161829.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2010-01-01,2010-01-01,2670,Bovino
2011-01-01,8,Mesorregião Geográfica,24,Cabeças,1179232.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2011-01-01,2011-01-01,2670,Bovino
2012-01-01,8,Mesorregião Geográfica,24,Cabeças,1168774.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2012-01-01,2012-01-01,2670,Bovino
2013-01-01,8,Mesorregião Geográfica,24,Cabeças,1195078.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2013-01-01,2013-01-01,2670,Bovino
2014-01-01,8,Mesorregião Geográfica,24,Cabeças,1168133.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2014-01-01,2014-01-01,2670,Bovino
2015-01-01,8,Mesorregião Geográfica,24,Cabeças,1183876.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2015-01-01,2015-01-01,2670,Bovino
2016-01-01,8,Mesorregião Geográfica,24,Cabeças,1197879.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2016-01-01,2016-01-01,2670,Bovino
2017-01-01,8,Mesorregião Geográfica,24,Cabeças,1138117.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2017-01-01,2017-01-01,2670,Bovino
2018-01-01,8,Mesorregião Geográfica,24,Cabeças,1138778.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2018-01-01,2018-01-01,2670,Bovino
2019-01-01,8,Mesorregião Geográfica,24,Cabeças,1069860.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2019-01-01,2019-01-01,2670,Bovino
2020-01-01,8,Mesorregião Geográfica,24,Cabeças,979071.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2020-01-01,2020-01-01,2670,Bovino
2021-01-01,8,Mesorregião Geográfica,24,Cabeças,922943.0,4106,Oeste Paranaense - PR,105,Efetivo dos rebanhos,2021-01-01,2021-01-01,2670,Bovino
1974-01-01,8,Mesorregião Geográfica,24,Cabeças,,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1974-01-01,1974-01-01,2670,Bovino
1975-01-01,8,Mesorregião Geográfica,24,Cabeças,,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1975-01-01,1975-01-01,2670,Bovino
1976-01-01,8,Mesorregião Geográfica,24,Cabeças,,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1976-01-01,1976-01-01,2670,Bovino
1977-01-01,8,Mesorregião Geográfica,24,Cabeças,,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1977-01-01,1977-01-01,2670,Bovino
1978-01-01,8,Mesorregião Geográfica,24,Cabeças,,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1978-01-01,1978-01-01,2670,Bovino
1979-01-01,8,Mesorregião Geográfica,24,Cabeças,,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1979-01-01,1979-01-01,2670,Bovino
1980-01-01,8,Mesorregião Geográfica,24,Cabeças,,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1980-01-01,1980-01-01,2670,Bovino
1981-01-01,8,Mesorregião Geográfica,24,Cabeças,,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1981-01-01,1981-01-01,2670,Bovino
1982-01-01,8,Mesorregião Geográfica,24,Cabeças,,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1982-01-01,1982-01-01,2670,Bovino
1983-01-01,8,Mesorregião Geográfica,24,Cabeças,,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1983-01-01,1983-01-01,2670,Bovino
1984-01-01,8,Mesorregião Geográfica,24,Cabeças,,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1984-01-01,1984-01-01,2670,Bovino
1985-01-01,8,Mesorregião Geográfica,24,Cabeças,,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1985-01-01,1985-01-01,2670,Bovino
1986-01-01,8,Mesorregião Geográfica,24,Cabeças,,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1986-01-01,1986-01-01,2670,Bovino
1987-01-01,8,Mesorregião Geográfica,24,Cabeças,,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1987-01-01,1987-01-01,2670,Bovino
1988-01-01,8,Mesorregião Geográfica,24,Cabeças,,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1988-01-01,1988-01-01,2670,Bovino
1989-01-01,8,Mesorregião Geográfica,24,Cabeças,,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1989-01-01,1989-01-01,2670,Bovino
1990-01-01,8,Mesorregião Geográfica,24,Cabeças,575833.0,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1990-01-01,1990-01-01,2670,Bovino
1991-01-01,8,Mesorregião Geográfica,24,Cabeças,585586.0,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1991-01-01,1991-01-01,2670,Bovino
1992-01-01,8,Mesorregião Geográfica,24,Cabeças,595540.0,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1992-01-01,1992-01-01,2670,Bovino
1993-01-01,8,Mesorregião Geográfica,24,Cabeças,623753.0,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1993-01-01,1993-01-01,2670,Bovino
1994-01-01,8,Mesorregião Geográfica,24,Cabeças,676329.0,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1994-01-01,1994-01-01,2670,Bovino
1995-01-01,8,Mesorregião Geográfica,24,Cabeças,723044.0,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1995-01-01,1995-01-01,2670,Bovino
1996-01-01,8,Mesorregião Geográfica,24,Cabeças,747793.0,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1996-01-01,1996-01-01,2670,Bovino
1997-01-01,8,Mesorregião Geográfica,24,Cabeças,723889.0,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1997-01-01,1997-01-01,2670,Bovino
1998-01-01,8,Mesorregião Geográfica,24,Cabeças,719963.0,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1998-01-01,1998-01-01,2670,Bovino
1999-01-01,8,Mesorregião Geográfica,24,Cabeças,684430.0,4107,Sudoeste Paranaense - PR,105,Efetivo dos rebanhos,1999-01-01,1999-01-01,2670,Bovino
